Majority.protein.IDs,Fasta.headers,Score,id,uniprot_id,gene_symbol,description,WT_1,WT_2,WT_3,hnox_1,hnox_2,hnox_3,dgc_1,dgc_2,dgc_3,logFC_hnox_vs_WT,CI.L_hnox_vs_WT,CI.R_hnox_vs_WT,average_intensity_hnox_vs_WT,t_hnox_vs_WT,B_hnox_vs_WT,P.Value_hnox_vs_WT,adj.P.Val_hnox_vs_WT,sig.PVal_hnox_vs_WT,sig.FDR_hnox_vs_WT,logFC_dgc_vs_WT,CI.L_dgc_vs_WT,CI.R_dgc_vs_WT,average_intensity_dgc_vs_WT,t_dgc_vs_WT,B_dgc_vs_WT,P.Value_dgc_vs_WT,adj.P.Val_dgc_vs_WT,sig.PVal_dgc_vs_WT,sig.FDR_dgc_vs_WT,logFC_dgc_vs_hnox,CI.L_dgc_vs_hnox,CI.R_dgc_vs_hnox,average_intensity_dgc_vs_hnox,t_dgc_vs_hnox,B_dgc_vs_hnox,P.Value_dgc_vs_hnox,adj.P.Val_dgc_vs_hnox,sig.PVal_dgc_vs_hnox,sig.FDR_dgc_vs_hnox
A1B8U9,tr|A1B8U9|A1B8U9_PARDP Uncharacterized peroxidase-related enzyme OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3877 PE=4 SV=1,42.736,2058,A1B8U9,Pden_3877,Uncharacterized peroxidase-related enzyme,19.36130796,19.46997012,19.39256312,19.56118943,19.54406124,19.57777533,19.31595697,19.48337108,19.22095363,0.153061596,-0.010852347,0.31697554,19.43634988,2.132598986,-5.328453466,0.063633191,0.214284769,0,0,-0.067853172,-0.231767115,0.096060772,19.43634988,-0.945394591,-6.323393145,0.370635264,0.549830067,0,0,-0.220914768,-0.384828712,-0.057000824,19.43634988,-3.077993577,-4.041884062,0.014154883,0.061307482,0,0
A1B8V0,tr|A1B8V0|A1B8V0_PARDP Signal recognition particle protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ffh PE=3 SV=1,237.48,2059,A1B8V0,ffh,Signal recognition particle protein,22.53201403,22.41912049,22.54033482,22.35863911,22.54542968,22.06816789,22.14144121,22.28651684,22.43506573,-0.173077557,-0.454903265,0.108748151,22.36963664,-1.405493164,-6.365141131,0.195909129,0.415574168,0,0,-0.209481856,-0.491307564,0.072343853,22.36963664,-1.701117819,-5.421039866,0.125687031,0.29727907,0,0,-0.036404299,-0.318230007,0.24542141,22.36963664,-0.295624656,-7.534827093,0.7747225,0.860759974,0,0
A1B8V1,tr|A1B8V1|A1B8V1_PARDP GCN5-related N-acetyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3879 PE=4 SV=1,56.88,2060,A1B8V1,Pden_3879,GCN5-related N-acetyltransferase,20.54079182,20.55638857,20.53017446,20.38612764,20.422496,20.50126556,20.65043333,20.59896569,20.65077629,-0.105821883,-0.221113514,0.009469749,20.53749104,-2.096218547,-5.38440412,0.067421602,0.223411804,0,0,0.090940157,-0.024351475,0.206231788,20.53749104,1.801427437,-5.278747411,0.107226594,0.272260551,0,0,0.196762039,0.081470408,0.312053671,20.53749104,3.897645983,-2.740082364,0.00408004,0.025821973,0,0
A1B8V2,tr|A1B8V2|A1B8V2_PARDP chorismate mutase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3880 PE=4 SV=1,26.693,2061,A1B8V2,Pden_3880,chorismate mutase,20.89466701,20.78514658,20.74957367,20.71318991,20.71737236,20.86736512,20.90002941,20.88292631,20.76538826,-0.043819955,-0.201972553,0.114332643,20.80840652,-0.632782491,-7.13559478,0.543573104,0.742410382,0,0,0.039652242,-0.118500356,0.19780484,20.80840652,0.572598593,-6.614659562,0.581789587,0.731718556,0,0,0.083472197,-0.074680401,0.241624795,20.80840652,1.205381084,-6.835796593,0.260640294,0.426767742,0,0
A1B8V3,sp|A1B8V3|RS16_PARDP 30S ribosomal protein S16 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=rpsP PE=3 SV=1,40.982,2062,A1B8V3,rpsP,30S ribosomal protein S16,21.9916111,22.38221767,22.38516777,22.03386682,22.21058906,22.17379667,22.74289376,22.61231398,22.79889484,-0.11358133,-0.371399925,0.144237265,22.37015018,-1.006635684,-6.820532477,0.342074924,0.578136667,0,0,0.465035349,0.207216754,0.722853944,22.37015018,4.121462357,-1.701712565,0.00296985,0.047189953,0,0,0.578616679,0.320798084,0.836435274,22.37015018,5.128098041,-0.940730047,0.00075816,0.008427636,0,0
A1B8V4,sp|A1B8V4|RIMM_PARDP Ribosome maturation factor RimM OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=rimM PE=3 SV=1,69.938,2063,A1B8V4,rimM,Ribosome maturation factor RimM,20.85952297,20.82984127,20.81412286,20.72197273,20.7663209,20.83098348,20.98881672,20.87597748,20.95013344,-0.061403331,-0.184603948,0.061797286,20.84863243,-1.13825066,-6.68235615,0.286176823,0.521026554,0,0,0.103813514,-0.019387103,0.227014131,20.84863243,1.924420037,-5.100199919,0.088461169,0.240066949,0,0,0.165216846,0.042016229,0.288417463,20.84863243,3.062670696,-4.066648316,0.014498469,0.062410973,0,0
A1B8V5,tr|A1B8V5|A1B8V5_PARDP tRNA (guanine-N(1)-)-methyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=trmD PE=3 SV=1,63.991,2064,A1B8V5,trmD,tRNA (guanine-N(1)-)-methyltransferase,19.53682246,19.51295791,19.47813144,19.34222856,19.45106049,19.51796698,19.33466834,19.55081748,19.48847541,-0.072218593,-0.236256911,0.091819726,19.46812545,-1.005454849,-6.821798098,0.342526897,0.578537593,0,0,-0.051316857,-0.215355175,0.112721462,19.46812545,-0.71445289,-6.51866561,0.494158856,0.657089812,0,0,0.020901736,-0.143136582,0.184940055,19.46812545,0.291001959,-7.53638641,0.778047073,0.863396985,0,0
A1B8V6,sp|A1B8V6|RL19_PARDP 50S ribosomal protein L19 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=rplS PE=3 SV=1,61.803,2065,A1B8V6,rplS,50S ribosomal protein L19,24.62214761,24.68931175,24.61258792,24.59759182,24.73204097,24.77322943,24.64571282,24.72981093,24.54280998,0.059604981,-0.098939807,0.218149769,24.66058258,0.858597152,-6.959912572,0.4141922,0.642021742,0,0,-0.001904515,-0.160449302,0.156640273,24.66058258,-0.027434129,-6.791807198,0.978748726,0.988657318,0,0,-0.061509495,-0.220054283,0.097035292,24.66058258,-0.886031281,-7.164785789,0.400049288,0.575097536,0,0
A1B8V7,sp|A1B8V7|RL31_PARDP 50S ribosomal protein L31 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=rpmE PE=3 SV=1,27.877,2066,A1B8V7,rpmE,50S ribosomal protein L31,23.17034254,23.17155853,23.20674591,23.14628698,23.2442792,23.49943767,23.56359036,23.46760397,23.2177517,0.113785621,-0.138127122,0.365698365,23.29862187,1.031856466,-6.795084685,0.330740678,0.568249608,0,0,0.233433015,-0.018479729,0.485345759,23.29862187,2.116869982,-4.81255692,0.065300999,0.203141906,0,0,0.119647394,-0.13226535,0.371560138,23.29862187,1.085013515,-6.968775397,0.307871548,0.479980295,0,0
A1B8V9,tr|A1B8V9|A1B8V9_PARDP Chromosome partitioning protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3887 PE=4 SV=1,47.532,2067,A1B8V9,Pden_3887,Chromosome partitioning protein,19.36175728,19.48291583,19.36706786,19.07844936,19.40800158,18.84127155,18.33042855,19.16219695,19.14628539,-0.294672826,-0.816644866,0.227299215,19.13093048,-1.293757511,-6.502927609,0.23060063,0.462574905,0,0,-0.524276693,-1.046248733,-0.002304652,19.13093048,-2.301830538,-4.533122719,0.049204769,0.176508185,0,0,-0.229603867,-0.751575907,0.292368173,19.13093048,-1.008073027,-7.047727072,0.341910879,0.515161022,0,0
A1B8W0,"tr|A1B8W0|A1B8W0_PARDP Transcriptional regulator, Fis family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3888 PE=3 SV=1",64.121,2068,A1B8W0,Pden_3888,"Transcriptional regulator, Fis family",19.39436458,19.35559271,19.44081426,19.33969923,19.35885839,19.19643785,19.51887646,19.38597765,19.39715997,-0.098592027,-0.246908014,0.049723961,19.37642012,-1.518143017,-6.218978178,0.165370245,0.374061663,0,0,0.037080842,-0.111235145,0.18539683,19.37642012,0.570979454,-6.615643405,0.582838061,0.732346952,0,0,0.135672869,-0.012643119,0.283988856,19.37642012,2.089122472,-5.621639403,0.06818569,0.177713105,0,0
A1B8W2,tr|A1B8W2|A1B8W2_PARDP Acetyltransferase component of pyruvate dehydrogenase complex OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3890 PE=3 SV=1,55.998,2069,A1B8W2,Pden_3890,Acetyltransferase component of pyruvate dehydrogenase complex,16.63792322,16.59327753,16.90602676,16.46154475,16.36129789,16.53285527,16.74341416,16.79862237,16.89061023,-0.260509864,-0.469551457,-0.051468271,16.65839691,-2.846101113,-4.193838578,0.020392535,0.104246279,0,0,0.098473084,-0.110568509,0.307514677,16.65839691,1.075830101,-6.193737332,0.311681903,0.497714832,0,0,0.358982947,0.149941355,0.56802454,16.65839691,3.921931214,-2.702494415,0.003937628,0.025377916,0,0
A1B8W3,tr|A1B8W3|A1B8W3_PARDP Pyruvate dehydrogenase E1 component subunit beta OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3891 PE=4 SV=1,67.642,2070,A1B8W3,Pden_3891,Pyruvate dehydrogenase E1 component subunit beta,20.19113872,20.04891795,20.2975732,20.02589585,19.97285089,20.00449794,19.99452894,20.14472616,20.31191585,-0.178128399,-0.386998441,0.030741642,20.11022728,-1.947672231,-5.609507469,0.08528312,0.257859401,0,0,-0.028819641,-0.237689682,0.180050401,20.11022728,-0.315116589,-6.737721702,0.760295072,0.85582873,0,0,0.149308759,-0.059561283,0.3581788,20.11022728,1.632555641,-6.291720319,0.139095898,0.282171949,0,0
A1B8W4,tr|A1B8W4|A1B8W4_PARDP Pyruvate dehydrogenase E1 component subunit alpha OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=pdhA PE=4 SV=1,9.9454,2071,A1B8W4,pdhA,Pyruvate dehydrogenase E1 component subunit alpha,15.65581716,15.31960061,15.74206613,14.85502306,14.78726745,14.67783855,15.1984976,15.57042954,15.86591943,-0.799118281,-1.189434037,-0.408802525,15.29693995,-4.69196777,-1.37994478,0.001411582,0.02376752,0,0,-0.027545778,-0.417861534,0.362769978,15.29693995,-0.161733133,-6.777771614,0.875385379,0.92772943,0,0,0.771572503,0.381256747,1.161888259,15.29693995,4.530234637,-1.824242017,0.001753424,0.01533677,0,0
A1B8W5,tr|A1B8W5|A1B8W5_PARDP Septum formation initiator OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3893 PE=4 SV=1,18.918,2072,A1B8W5,Pden_3893,Septum formation initiator,15.01849546,15.13089621,15.14722103,15.11177475,14.85776026,14.86585673,15.14694602,15.01249538,15.05939747,-0.153740319,-0.339588301,0.032107664,15.03898259,-1.889247188,-5.696365381,0.093483556,0.271546819,0,0,-0.02592461,-0.211772593,0.159923373,15.03898259,-0.318576134,-6.736525667,0.757760271,0.853919929,0,0,0.127815709,-0.058032274,0.313663692,15.03898259,1.570671055,-6.376494822,0.152798522,0.300564684,0,0
A1B8W6,tr|A1B8W6|A1B8W6_PARDP Probable succinyl-diaminopimelate desuccinylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3894 PE=4 SV=1,70.195,2073,A1B8W6,Pden_3894,Probable succinyl-diaminopimelate desuccinylase,19.03640715,18.94035861,19.03772617,19.05457703,19.03098452,19.09205966,19.02025007,18.93302078,18.97038745,0.054376427,-0.065983231,0.174736084,19.01286349,1.031783509,-6.795206091,0.330724893,0.568249608,0,0,-0.03027788,-0.150637538,0.090081777,19.01286349,-0.574517658,-6.613490139,0.580548249,0.730498357,0,0,-0.084654307,-0.205013964,0.03570535,19.01286349,-1.606301168,-6.327898955,0.144767134,0.290808354,0,0
A1B8W8,tr|A1B8W8|A1B8W8_PARDP DUF1523 family protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3896 PE=4 SV=1,25.852,2074,A1B8W8,Pden_3896,DUF1523 family protein,14.46667538,14.46376427,14.76332813,14.66146625,15.1714914,14.53106556,14.41426405,14.61897866,14.4465417,0.223418477,-0.152147768,0.598984722,14.61528616,1.36330357,-6.417981697,0.208628846,0.43318288,0,0,-0.071327792,-0.446894036,0.304238453,14.61528616,-0.435243469,-6.688592291,0.674486433,0.799651925,0,0,-0.294746269,-0.670312513,0.080819976,14.61528616,-1.798547039,-6.057624374,0.108456455,0.241179395,0,0
A1B8W9,tr|A1B8W9|A1B8W9_PARDP deoxyribose-phosphate aldolase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3897 PE=4 SV=1,28.367,2075,A1B8W9,Pden_3897,deoxyribose-phosphate aldolase,16.93770765,16.88965236,17.01434549,16.54519158,16.63231199,16.6044159,16.85653297,16.89222927,17.06135088,-0.353262011,-0.509061611,-0.197462412,16.8259709,-5.178326848,-0.656009035,0.00070396,0.015170192,0,0,-0.010530794,-0.166330393,0.145268806,16.8259709,-0.154366701,-6.779085125,0.880934763,0.931412187,0,0,0.342731218,0.186931618,0.498530818,16.8259709,5.023960147,-1.078016726,0.000859108,0.00911196,0,0
A1B8X1,tr|A1B8X1|A1B8X1_PARDP Hydroxypyruvate isomerase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3899 PE=3 SV=1,13.488,2076,A1B8X1,Pden_3899,Hydroxypyruvate isomerase,14.56842224,14.61159547,14.60370722,14.5292533,14.51539426,14.7449057,14.83191604,14.65023858,14.69181161,0.001942778,-0.174244013,0.17812957,14.63858271,0.025183076,-7.353050458,0.980492027,0.993398982,0,0,0.130080435,-0.046106356,0.306267227,14.63858271,1.686155001,-5.441334515,0.128142031,0.299665478,0,0,0.128137657,-0.048049134,0.304324448,14.63858271,1.660971925,-6.252220724,0.133186278,0.275578981,0,0
A1B8X2,tr|A1B8X2|A1B8X2_PARDP DUF1285 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3900 PE=4 SV=1,27.943,2077,A1B8X2,Pden_3900,DUF1285 domain-containing protein,18.75065092,18.76382479,18.74145609,18.91855005,18.85571157,18.86554758,18.62381998,18.75110448,18.77239522,0.127959132,0.001799565,0.254118698,18.7825623,2.316380794,-5.041830045,0.047463818,0.180349118,0,0,-0.036204039,-0.162363605,0.089955528,18.7825623,-0.655383781,-6.560963091,0.529610797,0.684631232,0,0,-0.16416317,-0.290322737,-0.038003604,18.7825623,-2.971764574,-4.213690695,0.016722661,0.069096394,0,0
A1B8X3,"tr|A1B8X3|A1B8X3_PARDP ATPase associated with various cellular activities, AAA_3 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3901 PE=4 SV=1",147.53,2078,A1B8X3,Pden_3901,"ATPase associated with various cellular activities, AAA_3",20.55023031,20.63378225,20.51444062,20.57583075,20.52158592,20.69922469,20.44263987,20.49333624,20.54411432,0.032729394,-0.114139288,0.179598076,20.55279833,0.508941223,-7.211358402,0.62378062,0.796428905,0,0,-0.072787587,-0.219656269,0.074081095,20.55279833,-1.13184507,-6.134155926,0.288715174,0.474556852,0,0,-0.105516981,-0.252385663,0.041351701,20.55279833,-1.640786293,-6.280315522,0.137360057,0.280583686,0,0
A1B8X5,tr|A1B8X5|A1B8X5_PARDP Conserved hypothetical membrane protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3903 PE=4 SV=1,7.2184,2079,A1B8X5,Pden_3903,Conserved hypothetical membrane protein,13.37380524,13.42414173,13.16351149,13.1186715,13.5491342,13.20586388,12.91521862,13.20143539,12.98372534,-0.029262959,-0.325186392,0.266660474,13.21505638,-0.226499216,-7.324874593,0.826276833,0.919830491,0,0,-0.287026371,-0.582949803,0.008897062,13.21505638,-2.221622495,-4.655709526,0.055768543,0.187566109,0,0,-0.257763412,-0.553686844,0.038160021,13.21505638,-1.995123279,-5.767008689,0.079736615,0.198058808,0,0
A1B8X8,tr|A1B8X8|A1B8X8_PARDP 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=fabZ PE=3 SV=1,17.716,2080,A1B8X8,fabZ,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,18.76050455,18.47153484,18.68026218,18.34579249,18.72711244,18.05124909,18.37230172,18.44745165,18.44704982,-0.262715851,-0.618270464,0.092838763,18.47813987,-1.693323732,-5.980036175,0.127494636,0.320700794,0,0,-0.215166125,-0.570720739,0.140388488,18.47813987,-1.38684402,-5.83636558,0.201610293,0.394470532,0,0,0.047549725,-0.308004888,0.403104339,18.47813987,0.306479712,-7.531173604,0.766789904,0.85537557,0,0
A1B8X9,sp|A1B8X9|LPXA_PARDP Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=lpxA PE=3 SV=1,34.367,2081,A1B8X9,lpxA,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,21.07481125,21.10414467,21.00061681,20.90004683,21.03966005,20.92666482,20.03514891,21.07154415,20.9607876,-0.104400344,-0.642476009,0.43367532,20.90149168,-0.444650329,-7.244376331,0.667943469,0.823268908,0,0,-0.370697356,-0.90877302,0.167378308,20.90149168,-1.578832926,-5.588279241,0.151678307,0.330332545,0,0,-0.266297012,-0.804372676,0.271778653,20.90149168,-1.134182597,-6.915185463,0.288421986,0.459143081,0,0
A1B8Y0,tr|A1B8Y0|A1B8Y0_PARDP LpxI family protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3908 PE=4 SV=1,88.525,2082,A1B8Y0,Pden_3908,LpxI family protein,20.11915716,20.17595963,20.10747424,20.10261478,19.97216438,20.19019867,20.13615066,20.12412748,20.14934755,-0.045871066,-0.189709824,0.097967693,20.11968828,-0.72831921,-7.066979515,0.486058532,0.695302173,0,0,0.002344885,-0.141493873,0.146183644,20.11968828,0.037230983,-6.791457472,0.971163201,0.984316653,0,0,0.048215951,-0.095622808,0.192054709,20.11968828,0.765550193,-7.267415785,0.464734139,0.628630698,0,0
A1B8Y1,tr|A1B8Y1|A1B8Y1_PARDP Lipid-A-disaccharide synthase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3909 PE=3 SV=1,33.325,2083,A1B8Y1,Pden_3909,Lipid-A-disaccharide synthase,17.00974265,17.18003526,16.99287775,17.0291403,17.06256413,17.10547396,16.85094278,17.02499205,16.87979456,0.004840911,-0.158616599,0.168298421,17.01506261,0.067636496,-7.350857191,0.947644082,0.977903531,0,0,-0.142308755,-0.305766265,0.021148755,17.01506261,-1.988316883,-5.005649922,0.079988273,0.229242987,0,0,-0.147149666,-0.310607177,0.016307844,17.01506261,-2.055953379,-5.672445424,0.071870065,0.18369825,0,0
A1B8Y2,tr|A1B8Y2|A1B8Y2_PARDP Endoribonuclease L-PSP OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3910 PE=4 SV=1,9.3561,2084,A1B8Y2,Pden_3910,Endoribonuclease L-PSP,18.1149886,18.16174129,18.44888309,18.25435241,18.28746374,18.693995,18.78856325,18.35103836,18.15741001,0.170066054,-0.248932786,0.589064894,18.36204842,0.930175403,-6.894243009,0.378549126,0.613604901,0,0,0.19046621,-0.22853263,0.60946505,18.36204842,1.041753952,-6.228304856,0.326927385,0.513764095,0,0,0.020400156,-0.398598684,0.439398996,18.36204842,0.111578549,-7.576417532,0.913809826,0.95179905,0,0
A1B8Y5,tr|A1B8Y5|A1B8Y5_PARDP Methyltransferase type 11 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3913 PE=4 SV=1,50.76,2085,A1B8Y5,Pden_3913,Methyltransferase type 11,18.55428704,18.62743207,18.42810183,18.45161726,18.50396729,18.52392037,18.58602412,18.51850228,18.53998271,-0.043438673,-0.185013692,0.098136345,18.52598166,-0.70072689,-7.087680086,0.502260988,0.711030531,0,0,0.01156272,-0.130012299,0.153137738,18.52598166,0.186522932,-6.773054162,0.856423885,0.914831858,0,0,0.055001393,-0.086573626,0.196576411,18.52598166,0.887249822,-7.163683489,0.399429158,0.574685779,0,0
A1B8Y6,tr|A1B8Y6|A1B8Y6_PARDP Cytochrome c domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3914 PE=4 SV=1,9.402,2086,A1B8Y6,Pden_3914,Cytochrome c domain-containing protein,18.13620228,18.12509531,18.33518506,18.17735066,17.99139292,17.95227858,18.2778245,18.04332038,18.21913535,-0.158486826,-0.370950038,0.053976387,18.13975389,-1.703602556,-5.964756179,0.124750825,0.318685828,0,0,-0.018734136,-0.231197348,0.193729076,18.13975389,-0.201376502,-6.769887327,0.845155306,0.90964778,0,0,0.139752689,-0.072710523,0.352215901,18.13975389,1.502226054,-6.468143347,0.169357767,0.320175316,0,0
A1B8Y7,tr|A1B8Y7|A1B8Y7_PARDP 5-hydroxyisourate hydrolase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3915 PE=3 SV=1,2.5332,2087,A1B8Y7,Pden_3915,5-hydroxyisourate hydrolase,17.26330298,16.80027167,16.91570735,17.00631445,16.92372783,16.88089027,16.64741162,16.71412356,16.86053883,-0.056116485,-0.322137112,0.209904143,16.89025429,-0.482305749,-7.22556114,0.641885559,0.809886142,0,0,-0.25240266,-0.518423288,0.013617967,16.89025429,-2.16933143,-4.733565745,0.060236104,0.195278055,0,0,-0.196286176,-0.462306803,0.069734452,16.89025429,-1.687025681,-6.215952558,0.128217177,0.268200274,0,0
A1B8Y8,tr|A1B8Y8|A1B8Y8_PARDP Amidohydrolase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3916 PE=4 SV=1,45.509,2088,A1B8Y8,Pden_3916,Amidohydrolase,18.70421773,18.8065348,18.74978104,18.79386828,18.88951613,18.87802785,18.58148152,18.61582407,18.61394903,0.100292901,-0.019197218,0.21978302,18.73702227,1.916889414,-5.655399878,0.089514405,0.263842241,0,0,-0.14975965,-0.269249769,-0.030269531,18.73702227,-2.862343047,-3.644289919,0.019874933,0.11819662,0,0,-0.250052551,-0.36954267,-0.130562432,18.73702227,-4.77923246,-1.424283121,0.001186404,0.011793992,0,0
A1B8Z0,sp|A1B8Z0|BHCD_PARDP Iminosuccinate reductase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=bhcD PE=1 SV=1,135.98,2089,A1B8Z0,bhcD,Iminosuccinate reductase,22.15965054,22.13323944,22.17844126,22.20474617,22.19528494,22.07155834,21.87936938,22.02757366,22.10600668,8.61E-05,-0.159306325,0.159478456,22.10620782,0.00123316,-7.353402692,0.999044625,0.999397811,0,0,-0.152793841,-0.312186231,0.00659855,22.10620782,-2.189258899,-4.701786976,0.058143158,0.190576716,0,0,-0.152879906,-0.312272297,0.006512484,22.10620782,-2.190492059,-5.464837541,0.058028983,0.161165031,0,0
A1B8Z1,sp|A1B8Z1|BHCC_PARDP 3-hydroxy-D-aspartate aldolase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=bhcC PE=1 SV=1,93.067,2090,A1B8Z1,bhcC,3-hydroxy-D-aspartate aldolase,22.18387653,22.11414,22.26132292,22.31655992,22.3118006,22.08798742,22.01846694,22.0818672,22.08626094,0.052336161,-0.118573358,0.22324568,22.16247583,0.699349819,-7.088694606,0.503078419,0.711813687,0,0,-0.124248127,-0.295157646,0.046661392,22.16247583,-1.660284292,-5.477115334,0.133326531,0.305167098,0,0,-0.176584288,-0.347493807,-0.005674769,22.16247583,-2.359634111,-5.198924247,0.044292692,0.135299921,0,0
A1B8Z2,sp|A1B8Z2|BHCB_PARDP beta-hydroxyaspartate dehydratase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=bhcB PE=1 SV=1,105.97,2091,A1B8Z2,bhcB,beta-hydroxyaspartate dehydratase,21.64548061,21.65421626,21.65464445,21.66456646,21.67641531,21.61519275,21.35038352,21.52010615,21.55093938,0.000611068,-0.140941572,0.142163709,21.59243832,0.009858948,-7.353349422,0.992362039,0.99717394,0,0,-0.177637424,-0.319190064,-0.036084783,21.59243832,-2.865994479,-3.638491895,0.019760439,0.118036858,0,0,-0.178248492,-0.319801132,-0.036695851,21.59243832,-2.875853428,-4.368951762,0.019454679,0.076331785,0,0
A1B8Z3,sp|A1B8Z3|BHCA_PARDP L-aspartate--glyoxylate aminotransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=bhcA PE=1 SV=1,110.05,2092,A1B8Z3,bhcA,L-aspartate--glyoxylate aminotransferase,19.10703225,19.01702758,19.16413979,19.04745451,19.25188478,19.10200467,18.92913076,18.91252504,18.79230634,0.03771478,-0.129212487,0.204642046,19.03594508,0.515992216,-7.207456223,0.61905331,0.794103119,0,0,-0.218079159,-0.385006426,-0.051151893,19.03594508,-2.983635335,-3.451777836,0.016413219,0.10798114,0,0,-0.255793939,-0.422721206,-0.088866672,19.03594508,-3.499627551,-3.36521765,0.007387775,0.039255749,0,0
A1B8Z4,sp|A1B8Z4|BHCR_PARDP HTH-type transcriptional regulator BhcR OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=bhcR PE=1 SV=1,5.0864,2093,A1B8Z4,bhcR,HTH-type transcriptional regulator BhcR,13.99259556,14.15293473,13.84984303,14.30921385,14.17805543,14.1710277,13.93637763,14.24854125,14.02683293,0.220974559,-0.012681325,0.454630443,14.09615801,2.159854089,-5.286349644,0.060931827,0.209964988,0,0,0.072126169,-0.161529715,0.305782053,14.09615801,0.704977084,-6.52566977,0.499743324,0.660143408,0,0,-0.14884839,-0.382504274,0.084807494,14.09615801,-1.454877004,-6.530159926,0.181727544,0.334865939,0,0
A1B8Z8,tr|A1B8Z8|A1B8Z8_PARDP Phosphoribosylformylglycinamidine cyclo-ligase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=purM PE=3 SV=1,179.66,2094,A1B8Z8,purM,Phosphoribosylformylglycinamidine cyclo-ligase,22.99375314,23.04874427,23.01801221,23.0205148,23.06277322,23.15559244,23.31016359,23.11603834,23.08713967,0.059456949,-0.102385068,0.221298965,23.09030352,0.839015905,-6.976963807,0.424498933,0.649589552,0,0,0.150943994,-0.010898023,0.312786011,23.09030352,2.130018686,-4.792282861,0.06389491,0.202033906,0,0,0.091487045,-0.070354972,0.253329062,23.09030352,1.291002781,-6.735187076,0.230812524,0.396561824,0,0
A1B8Z9,tr|A1B8Z9|A1B8Z9_PARDP Phosphoribosylglycinamide formyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=purN PE=3 SV=1,55.707,2095,A1B8Z9,purN,Phosphoribosylglycinamide formyltransferase,20.34439334,20.29225938,20.25749796,20.25682917,20.09601459,20.22862012,20.5110813,20.38775692,20.37871556,-0.104228933,-0.251495644,0.043037778,20.30590759,-1.616376633,-6.086247474,0.142566363,0.341620967,0,0,0.127801035,-0.019465675,0.275067746,20.30590759,1.981931521,-5.015148773,0.080798723,0.230096997,0,0,0.232029968,0.084763257,0.379296679,20.30590759,3.598308153,-3.208745858,0.006364105,0.035205131,0,0
